
Epoch 230, loss 7.7857919753402784, train accuracy: 88.22%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 231, loss 7.931438233096586, train accuracy: 88.44%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 232, loss 8.225892180182438, train accuracy: 88.00%, Validation accuracy: 72.00%, Best Valid accuracy: 74.00%
Epoch 233, loss 7.630580123847609, train accuracy: 87.78%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 234, loss 7.646678524188555, train accuracy: 87.78%, Validation accuracy: 72.00%, Best Valid accuracy: 74.00%
Epoch 235, loss 7.853995998234909, train accuracy: 87.56%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 236, loss 8.878031185495095, train accuracy: 86.67%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 237, loss 8.252129541290833, train accuracy: 85.56%, Validation accuracy: 71.00%, Best Valid accuracy: 74.00%
Epoch 238, loss 7.58712781971666, train accuracy: 87.11%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 239, loss 7.561193392098417, train accuracy: 89.56%, Validation accuracy: 67.00%, Best Valid accuracy: 74.00%
Epoch 240, loss 7.796554531024599, train accuracy: 87.56%, Validation accuracy: 71.00%, Best Valid accuracy: 74.00%
Epoch 241, loss 9.711572946538888, train accuracy: 82.44%, Validation accuracy: 71.00%, Best Valid accuracy: 74.00%
Epoch 242, loss 6.172165807808611, train accuracy: 91.33%, Validation accuracy: 68.00%, Best Valid accuracy: 74.00%
Epoch 243, loss 8.034039514193534, train accuracy: 87.78%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 244, loss 7.76714830337268, train accuracy: 86.89%, Validation accuracy: 71.00%, Best Valid accuracy: 74.00%
Epoch 245, loss 8.683107073625848, train accuracy: 86.67%, Validation accuracy: 71.00%, Best Valid accuracy: 74.00%
Epoch 246, loss 7.9618750305815995, train accuracy: 85.11%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 247, loss 7.157970175817287, train accuracy: 89.78%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
Epoch 248, loss 8.193498696382413, train accuracy: 88.22%, Validation accuracy: 71.00%, Best Valid accuracy: 74.00%
Epoch 249, loss 7.975005536790894, train accuracy: 87.33%, Validation accuracy: 72.00%, Best Valid accuracy: 74.00%
Epoch 250, loss 8.872025493127945, train accuracy: 86.00%, Validation accuracy: 70.00%, Best Valid accuracy: 74.00%
